resting_heart_rate,hrv_ms,sleep_hours,deep_sleep_pct,rem_sleep_pct,steps,active_minutes,stress_score,spo2_pct,body_temp_deviation,active_calories,readiness_score,readiness_label
84.66755197043878,25.86826702810574,4.808346147314336,8.301150098728586,13.254539736956925,5511,35,81.25717052724889,93.98928871545255,0.9133617558930834,534.3141497271961,26.38869649679632,High Risk of Burnout
73.78321735206364,20.44340044726716,3.597226731427261,9.673806527953232,14.110631821071626,4093,16,83.99888278784368,94.80530623288315,1.356483395316845,241.6520780591943,23.07107252949457,High Risk of Burnout
50.75517925760463,96.59563608976251,8.24453308931998,24.78177092278058,26.541218511863946,8707,60,19.921440963958602,99.25324216567594,0.08810875497090183,884.0369812216429,73.55282319398857,Optimal Readiness
58.38838410949255,113.9294393571617,10.01550164143076,29.50253342483337,25.164994357971473,10136,45,16.93035136843902,97.00116338950424,0.023696146837717754,773.2656211324927,79.65598034112399,Optimal Readiness
56.77571160250619,99.22466475817156,9.691550461244667,31.785764502141976,25.33635558353911,10166,39,,98.20145650101448,0.1879699237152365,735.5257476878105,73.47345130015157,Optimal Readiness
62.5705074611326,67.82424167686509,7.474866031991487,24.539187761797745,22.327292694065683,18369,119,43.08343067775966,,0.39452795259800233,1746.285385089608,58.599360829138476,Moderate Strain
92.69010871880111,23.23990547183651,5.204982476388661,12.209869003507803,13.328806281450383,3399,29,74.64693947486177,92.82971945889405,1.0239078638322496,287.162953042309,26.42627495777203,High Risk of Burnout
57.78783684936837,50.05937594616942,6.236455075590795,17.820729397895615,20.112786339585227,17648,114,54.16073392792881,97.45421283648322,0.06695960000694229,1621.9470201239574,51.604295081495216,Moderate Strain
93.81254385660375,28.393274250901896,3.9970612103872183,10.158123145389341,12.758642592585101,4341,31,76.7650946726022,92.25528397212997,1.362696908968471,373.5785842104285,21.615043287216857,High Risk of Burnout
55.87317026714668,103.40371855290789,8.460961645639605,31.944743360752142,27.39789629359299,9934,72,21.86632612489772,97.96733829307688,0.10828552281572121,912.1228946994942,75.41877547287703,Optimal Readiness
55.34647434334537,39.87158324680574,7.305508337873002,17.100181885869183,21.878300267400835,19461,104,41.453710337885674,98.2190057251252,0.3511954292837542,1654.9224272013264,53.454034073150154,Moderate Strain
83.89313764552152,18.170129071597692,3.0,8.201486708108076,10.584967490636505,4631,21,71.2212997849038,94.80214055610038,1.0743743501500802,330.6419389337912,22.16425559346063,High Risk of Burnout
61.12352735047993,64.85389937176367,6.514069146068455,23.30292900805623,18.41811556101355,17381,100,32.65707754166632,98.34922543187412,0.043054446716506545,1500.8517370280217,59.209290658074394,Moderate Strain
76.46905806207872,21.59141474532237,3.4991930298787404,8.337001223400971,11.975597340527221,2267,23,,94.9967380336365,1.3666820016779113,238.84211985644885,28.247361215829354,High Risk of Burnout
53.80697802754207,95.22102055027462,8.467155594784572,30.38279403886548,28.93079496918234,9057,39,20.2151067947569,98.84320376698028,-0.08946171119533193,610.5129469892959,74.96471089125845,Optimal Readiness
81.11066266694128,27.97379261235967,5.2661937182296565,9.014701349839399,11.67201035167291,3207,16,69.69320791463315,93.84164905077303,0.3992139143595693,244.4132505330211,32.495591344277834,High Risk of Burnout
82.50983777581496,27.893871539888913,4.626327699281845,6.097792027066523,13.185186334253714,2792,25,67.4640372281983,93.40063895248856,1.3740173272406548,346.0874084312738,25.538639931192215,High Risk of Burnout
62.230396108165756,54.971362054294765,6.283545918978908,19.563401014127567,20.701277008700718,16406,129,56.01833527297625,97.81365483870903,0.38685272998441433,1722.7765628624645,50.6642302345644,Moderate Strain
55.58771127897981,68.61432852055901,8.091845793001744,27.682154937087592,26.651291484194328,10432,53,26.565079925868865,98.16306535220163,0.16835613280547393,845.7874080064149,66.66728611197702,Optimal Readiness
50.07458859791842,93.13187317529504,8.777062473406186,27.388978749469103,25.265739568578198,6180,46,12.592843447807265,98.60875069756123,0.12590236713474032,652.3228802664275,75.34917844521621,Optimal Readiness
